match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,mach_id
Namibia Vs Sri Lanka,Namibia,1,Michel vn Lingen,3,6,0,0,50.00,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,2,Divn l Cock,9,9,1,0,100.00,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,3,Jn Nicol Loftie-Eton,20,12,1,2,166.66,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,4,Stephn Brd,26,24,2,0,108.33,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,5,Gerhrd Ersmus(c),20,24,0,0,83.33,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,6,Jn Frylinck,44,28,4,0,157.14,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,7,Dvid Wiese,0,1,0,0,0.00,out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,8,JJ Smit,31,16,2,2,193.75,not_out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,1,Pthum Nissnk,9,10,1,0,90.00,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,2,Kusl Mendis,6,6,0,0,100.00,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,3,Dhnnjy de Silv,12,11,1,0,109.09,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,4,Dnushk Gunthilk,0,1,0,0,0.00,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,5,Bhnuk Rjpks,20,21,2,0,95.23,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,6,Dsun Shnk(c),29,23,2,1,126.08,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,7,Wnindu Hsrng de Silv,4,8,0,0,50.00,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,8,Chmik Krunrtne,5,8,0,0,62.50,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,9,Prmod Mdushn,0,0,0,0,-,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,10,Dushmnth Chmeer,8,15,0,0,53.33,out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,11,Mheesh Theekshn,11,11,0,1,100.00,not_out,T20I # 1823
U.A.E. Vs Netherlands,U.A.E.,1,Chirg Suri,12,20,1,0,60.00,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,2,Muhmmd Wseem,41,47,1,2,87.23,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,3,Kshif Dud,15,14,0,1,107.14,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,4,Vriity Arvind,18,21,0,0,85.71,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,5,Zwr Frid,2,4,0,0,50.00,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,6,Bsil Hmeed,4,4,1,0,100.00,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,7,Chundngpoyil Rizwn(c),1,2,0,0,50.00,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,8,Ayn Afzl Khn,5,7,0,0,71.42,out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,9,Krthik Meiyppn,0,0,0,0,-,not_out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,10,Junid Siddique,0,1,0,0,0.00,not_out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,1,Vikrmjit Singh,10,7,2,0,142.85,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,2,Mx O'Dowd,23,18,3,1,127.77,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,3,Bs de Leede,14,18,1,0,77.77,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,4,Colin Ackermnn,17,19,1,0,89.47,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,5,Tom Cooper,8,16,0,0,50.00,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,6,Scott Edwrds(c),16,19,0,0,84.21,not_out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,7,Roelof vn der Merwe,0,2,0,0,0.00,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,8,Tim Pringle,15,16,0,0,93.75,out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,9,Logn vn Beek,4,4,0,0,100.00,not_out,T20I # 1825
Scotland Vs West Indies,Scotland,1,George Munsey,66,53,9,0,124.52,not_out,T20I # 1826
Scotland Vs West Indies,Scotland,2,Michel Jones,20,17,3,0,117.64,out,T20I # 1826
Scotland Vs West Indies,Scotland,3,Mtthew Cross,3,5,0,0,60.00,out,T20I # 1826
Scotland Vs West Indies,Scotland,4,Richie Berrington(c),16,14,0,1,114.28,out,T20I # 1826
Scotland Vs West Indies,Scotland,5,Clum McLeod,23,14,4,0,164.28,out,T20I # 1826
Scotland Vs West Indies,Scotland,6,Michel Lesk,4,6,0,0,66.66,out,T20I # 1826
Scotland Vs West Indies,Scotland,7,Chris Greves,16,11,2,0,145.45,not_out,T20I # 1826
Scotland Vs West Indies,West Indies,1,Kyle Myers,20,13,3,1,153.84,out,T20I # 1826
Scotland Vs West Indies,West Indies,2,Evin Lewis,14,13,1,1,107.69,out,T20I # 1826
Scotland Vs West Indies,West Indies,3,Brndon King,17,15,3,0,113.33,out,T20I # 1826
Scotland Vs West Indies,West Indies,4,Nichols Poorn(c),5,9,0,0,55.55,out,T20I # 1826
Scotland Vs West Indies,West Indies,5,Shmrh Brooks,4,9,0,0,44.44,out,T20I # 1826
Scotland Vs West Indies,West Indies,6,Rovmn Powell,5,6,0,0,83.33,out,T20I # 1826
Scotland Vs West Indies,West Indies,7,Json Holder,38,33,4,1,115.15,out,T20I # 1826
Scotland Vs West Indies,West Indies,8,Akel Hosein,1,1,0,0,100.00,out,T20I # 1826
Scotland Vs West Indies,West Indies,9,Alzrri Joseph,0,1,0,0,0.00,out,T20I # 1826
Scotland Vs West Indies,West Indies,10,Oden Smith,5,8,0,0,62.50,out,T20I # 1826
Scotland Vs West Indies,West Indies,11,Obed McCoy,2,3,0,0,66.66,not_out,T20I # 1826
Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chkbv,0,2,0,0,0.00,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,2,Crig Ervine(c),9,12,1,0,75.00,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Mdhevere,22,19,4,0,115.78,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,4,Sen Willims,12,11,0,1,109.09,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,5,Sikndr Rz,82,48,5,5,170.83,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumb,16,14,1,0,114.28,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,7,Ryn Burl,1,4,0,0,25.00,out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,20,10,3,0,200.00,not_out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,1,Pul Stirling,0,2,0,0,0.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,2,Andy Blbirnie(c),3,4,0,0,75.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,3,Lorcn Tucker,11,11,2,0,100.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,4,Hrry Tector,1,4,0,0,25.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,5,Curtis Cmpher,27,22,1,0,122.72,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,6,George Dockrell,24,20,3,0,120.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,7,Greth Delny,24,20,1,1,120.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,8,Mrk Adir,9,10,0,1,90.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,9,Simi Singh,0,1,0,0,0.00,out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,10,Brry McCrthy,22,16,1,2,137.50,not_out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,11,Josh Little,7,11,1,0,63.63,not_out,T20I # 1828
Namibia Vs Netherlands,Namibia,1,Michel vn Lingen,20,19,3,0,105.26,out,T20I # 1830
Namibia Vs Netherlands,Namibia,2,Divn l Cock,0,2,0,0,0.00,out,T20I # 1830
Namibia Vs Netherlands,Namibia,3,Stephn Brd,19,22,0,0,86.36,out,T20I # 1830
Namibia Vs Netherlands,Namibia,4,Jn Nicol Loftie-Eton,0,2,0,0,0.00,out,T20I # 1830
Namibia Vs Netherlands,Namibia,5,Jn Frylinck,43,48,1,1,89.58,out,T20I # 1830
Namibia Vs Netherlands,Namibia,6,Gerhrd Ersmus(c),16,18,0,0,88.88,out,T20I # 1830
Namibia Vs Netherlands,Namibia,7,Dvid Wiese,11,5,1,0,220.00,not_out,T20I # 1830
Namibia Vs Netherlands,Namibia,8,JJ Smit,5,4,1,0,125.00,not_out,T20I # 1830
Namibia Vs Netherlands,Netherlands,1,Mx O'Dowd,35,35,1,1,100.00,out,T20I # 1830
Namibia Vs Netherlands,Netherlands,2,Vikrmjit Singh,39,31,3,2,125.80,out,T20I # 1830
Namibia Vs Netherlands,Netherlands,3,Bs de Leede,30,30,2,0,100.00,not_out,T20I # 1830
Namibia Vs Netherlands,Netherlands,4,Tom Cooper,6,6,1,0,100.00,out,T20I # 1830
Namibia Vs Netherlands,Netherlands,5,Colin Ackermnn,0,2,0,0,0.00,out,T20I # 1830
Namibia Vs Netherlands,Netherlands,6,Scott Edwrds(c),1,5,0,0,20.00,out,T20I # 1830
Namibia Vs Netherlands,Netherlands,7,Tim Pringle,8,9,0,0,88.88,not_out,T20I # 1830
Sri Lanka Vs U.A.E.,Sri Lanka,1,Pthum Nissnk,74,60,6,2,123.33,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,2,Kusl Mendis,18,13,2,0,138.46,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,3,Dhnnjy de Silv,33,21,3,1,157.14,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,4,Bhnuk Rjpks,5,8,0,0,62.50,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,5,Chrith Aslnk,0,1,0,0,0.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,6,Dsun Shnk(c),0,1,0,0,0.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,7,Wnindu Hsrng de Silv,2,3,0,0,66.66,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,8,Chmik Krunrtne,8,11,1,0,72.72,out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,9,Prmod Mdushn,1,1,0,0,100.00,not_out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,10,Dushmnth Chmeer,1,1,0,0,100.00,not_out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,1,Muhmmd Wseem,2,4,0,0,50.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,2,Chirg Suri,14,19,3,0,73.68,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,3,Aryn Lkr,1,3,0,0,33.33,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,4,Chundngpoyil Rizwn(c),1,3,0,0,33.33,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,5,Vriity Arvind,9,18,1,0,50.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,6,Bsil Hmeed,2,6,0,0,33.33,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,7,Ayn Afzl Khn,19,21,1,0,90.47,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,8,Kshif Dud,0,4,0,0,0.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,9,Krthik Meiyppn,4,8,0,0,50.00,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,10,Junid Siddique,18,16,1,1,112.50,out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,11,Zhoor Khn,1,1,0,0,100.00,not_out,T20I # 1832
Scotland Vs Ireland,Scotland,1,George Munsey,1,2,0,0,50.00,out,T20I # 1833
Scotland Vs Ireland,Scotland,2,Michel Jones,86,55,6,4,156.36,out,T20I # 1833
Scotland Vs Ireland,Scotland,3,Mtthew Cross,28,21,5,0,133.33,out,T20I # 1833
Scotland Vs Ireland,Scotland,4,Richie Berrington(c),37,27,3,1,137.03,out,T20I # 1833
Scotland Vs Ireland,Scotland,5,Michel Lesk,17,13,2,0,130.76,not_out,T20I # 1833
Scotland Vs Ireland,Scotland,6,Clum McLeod,0,3,0,0,0.00,out,T20I # 1833
Scotland Vs Ireland,Ireland,1,Pul Stirling,8,10,1,0,80.00,out,T20I # 1833
Scotland Vs Ireland,Ireland,2,Andy Blbirnie(c),14,12,2,0,116.66,out,T20I # 1833
Scotland Vs Ireland,Ireland,3,Lorcn Tucker,20,17,2,0,117.64,out,T20I # 1833
Scotland Vs Ireland,Ireland,4,Hrry Tector,14,16,1,0,87.50,out,T20I # 1833
Scotland Vs Ireland,Ireland,5,Curtis Cmpher,72,32,7,2,225.00,not_out,T20I # 1833
Scotland Vs Ireland,Ireland,6,George Dockrell,39,27,4,1,144.44,not_out,T20I # 1833
West Indies Vs Zimbabwe,West Indies,1,Kyle Myers,13,12,2,0,108.33,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,2,Johnson Chrles,45,36,3,2,125.00,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,3,Evin Lewis,15,18,1,0,83.33,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,4,Nichols Poorn(c),7,9,0,0,77.77,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,5,Rovmn Powell,28,21,1,2,133.33,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,6,Shmrh Brooks,0,3,0,0,0.00,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,7,Json Holder,4,3,0,0,133.33,out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,8,Akel Hosein,23,18,2,0,127.77,not_out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,9,Oden Smith,1,2,0,0,50.00,not_out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Mdhevere,27,19,3,1,142.10,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chkbv(c),13,9,3,0,144.44,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyong,2,6,0,0,33.33,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,4,Sen Willims,1,2,0,0,50.00,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,5,Sikndr Rz,14,8,1,1,175.00,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumb,2,9,0,0,22.22,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,7,Ryn Burl,17,19,3,0,89.47,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,29,22,3,1,131.81,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,9,Richrd Ngrv,2,6,0,0,33.33,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,10,Tendi Chtr,3,8,0,0,37.50,out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzrbni,1,4,0,0,25.00,not_out,T20I # 1834
Sri Lanka Vs Netherlands,Sri Lanka,1,Pthum Nissnk,14,21,0,1,66.66,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusl Mendis,79,44,5,5,179.54,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,3,Dhnnjy de Silv,0,1,0,0,0.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,4,Chrith Aslnk,31,30,3,0,103.33,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,5,Bhnuk Rjpks,19,13,2,0,146.15,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,6,Dsun Shnk(c),8,5,0,1,160.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,7,Wnindu Hsrng de Silv,5,4,0,0,125.00,not_out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,8,Chmik Krunrtne,2,2,0,0,100.00,not_out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,1,Mx O'Dowd,71,53,6,3,133.96,not_out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,2,Vikrmjit Singh,7,14,0,0,50.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,3,Bs de Leede,14,10,1,1,140.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermnn,0,1,0,0,0.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,16,19,2,0,84.21,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwrds(c),21,15,3,0,140.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,2,4,0,0,50.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,8,Timm vn der Gugten,0,1,0,0,0.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,9,Fred Klssen,3,3,0,0,100.00,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,10,Pul vn Meekeren,0,0,0,0,-,out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,11,Roelof vn der Merwe,0,1,0,0,0.00,not_out,T20I # 1835
U.A.E. Vs Namibia,U.A.E.,1,Muhmmd Wseem,50,41,1,3,121.95,out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,2,Vriity Arvind,21,32,2,0,65.62,out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,3,Chundngpoyil Rizwn(c),43,29,3,1,148.27,not_out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,4,Alishn Shrfu,4,4,0,0,100.00,out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,5,Bsil Hmeed,25,14,2,2,178.57,not_out,T20I # 1836
U.A.E. Vs Namibia,Namibia,1,Michel vn Lingen,10,8,1,0,125.00,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,2,Stephn Brd,4,6,1,0,66.66,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,3,Jn Nicol Loftie-Eton,1,6,0,0,16.66,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,4,Gerhrd Ersmus(c),16,18,2,0,88.88,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,5,Jn Frylinck,14,17,1,0,82.35,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,6,JJ Smit,3,3,0,0,100.00,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,7,Dvid Wiese,55,36,3,3,152.77,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,8,Zne Green,2,3,0,0,66.66,out,T20I # 1836
U.A.E. Vs Namibia,Namibia,9,Ruben Trumpelmnn,25,24,1,1,104.16,not_out,T20I # 1836
U.A.E. Vs Namibia,Namibia,10,Bernrd Scholtz,1,1,0,0,100.00,not_out,T20I # 1836
West Indies Vs Ireland,West Indies,1,Kyle Myers,1,5,0,0,20.00,out,T20I # 1837
West Indies Vs Ireland,West Indies,2,Johnson Chrles,24,18,3,1,133.33,out,T20I # 1837
West Indies Vs Ireland,West Indies,3,Evin Lewis,13,18,0,0,72.22,out,T20I # 1837
West Indies Vs Ireland,West Indies,4,Brndon King,62,48,6,1,129.16,not_out,T20I # 1837
West Indies Vs Ireland,West Indies,5,Nichols Poorn(c),13,11,0,1,118.18,out,T20I # 1837
West Indies Vs Ireland,West Indies,6,Rovmn Powell,6,8,1,0,75.00,out,T20I # 1837
West Indies Vs Ireland,West Indies,7,Oden Smith,19,12,1,2,158.33,not_out,T20I # 1837
West Indies Vs Ireland,Ireland,1,Pul Stirling,66,48,6,2,137.50,not_out,T20I # 1837
West Indies Vs Ireland,Ireland,2,Andy Blbirnie(c),37,23,3,3,160.86,out,T20I # 1837
West Indies Vs Ireland,Ireland,3,Lorcn Tucker,45,35,2,2,128.57,not_out,T20I # 1837
Scotland Vs Zimbabwe,Scotland,1,George Munsey,54,51,7,0,105.88,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,2,Michel Jones,4,5,1,0,80.00,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,3,Mtthew Cross,1,7,0,0,14.28,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,4,Richie Berrington(c),13,15,0,0,86.66,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,5,Clum McLeod,25,26,1,0,96.15,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,6,Michel Lesk,12,9,2,0,133.33,out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,7,Chris Greves,3,7,0,0,42.85,not_out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,8,Josh Dvey,4,3,0,0,133.33,not_out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chkbv,4,3,1,0,133.33,out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,2,Crig Ervine(c),58,54,6,0,107.40,out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Mdhevere,0,5,0,0,0.00,out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,4,Sen Willims,7,12,0,0,58.33,out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,5,Sikndr Rz,40,23,3,2,173.91,out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumb,11,11,0,0,100.00,not_out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,7,Ryn Burl,9,5,1,0,180.00,not_out,T20I # 1838
New Zealand Vs Australia,New Zealand,1,Finn Allen,42,16,5,3,262.50,out,T20I # 1839
New Zealand Vs Australia,New Zealand,2,Devon Conwy,92,58,7,2,158.62,not_out,T20I # 1839
New Zealand Vs Australia,New Zealand,3,Kne Willimson(c),23,23,1,1,100.00,out,T20I # 1839
New Zealand Vs Australia,New Zealand,4,Glenn Phillips,12,10,2,0,120.00,out,T20I # 1839
New Zealand Vs Australia,New Zealand,5,Jmes Neeshm,26,13,0,2,200.00,not_out,T20I # 1839
New Zealand Vs Australia,Australia,1,Dvid Wrner,5,6,1,0,83.33,out,T20I # 1839
New Zealand Vs Australia,Australia,2,Aron Finch(c),13,11,1,1,118.18,out,T20I # 1839
New Zealand Vs Australia,Australia,3,Mitchell Mrsh,16,12,2,1,133.33,out,T20I # 1839
New Zealand Vs Australia,Australia,4,Glenn Mxwell,28,20,3,1,140.00,out,T20I # 1839
New Zealand Vs Australia,Australia,5,Mrcus Stoinis,7,14,0,0,50.00,out,T20I # 1839
New Zealand Vs Australia,Australia,6,Tim Dvid,11,8,0,1,137.50,out,T20I # 1839
New Zealand Vs Australia,Australia,7,Mtthew Wde,2,4,0,0,50.00,out,T20I # 1839
New Zealand Vs Australia,Australia,8,Pt Cummins,21,18,2,1,116.66,out,T20I # 1839
New Zealand Vs Australia,Australia,9,Mitchell Strc,4,7,0,0,57.14,out,T20I # 1839
New Zealand Vs Australia,Australia,10,Adm Zmp,0,2,0,0,0.00,out,T20I # 1839
New Zealand Vs Australia,Australia,11,Josh Hzlewood,1,1,0,0,100.00,not_out,T20I # 1839
Afghanistan Vs England,Afghanistan,1,Hzrtullh Zzi,7,17,1,0,41.17,out,T20I # 1840
Afghanistan Vs England,Afghanistan,2,Rhmnullh Gurbz,10,9,0,1,111.11,out,T20I # 1840
Afghanistan Vs England,Afghanistan,3,Ibrhim Zdrn,32,32,3,1,100.00,out,T20I # 1840
Afghanistan Vs England,Afghanistan,4,Usmn Ghni,30,30,3,0,100.00,out,T20I # 1840
Afghanistan Vs England,Afghanistan,5,Njibullh Zdrn,13,11,0,1,118.18,out,T20I # 1840
Afghanistan Vs England,Afghanistan,6,Mohmmd Nbi(c),3,5,0,0,60.00,out,T20I # 1840
Afghanistan Vs England,Afghanistan,7,Azmtullh Omrzi,8,6,1,0,133.33,out,T20I # 1840
Afghanistan Vs England,Afghanistan,8,Rshid Khn,0,1,0,0,0.00,out,T20I # 1840
Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rhmn,0,1,0,0,0.00,out,T20I # 1840
Afghanistan Vs England,Afghanistan,10,Freed Ahmd,2,4,0,0,50.00,not_out,T20I # 1840
Afghanistan Vs England,Afghanistan,11,Fzlhq Frooqi,0,2,0,0,0.00,out,T20I # 1840
Afghanistan Vs England,England,1,Jos Buttler(c),18,18,3,0,100.00,out,T20I # 1840
Afghanistan Vs England,England,2,Alex Hles,19,20,0,1,95.00,out,T20I # 1840
Afghanistan Vs England,England,3,Dwid Mln,18,30,0,0,60.00,out,T20I # 1840
